"Name","Release","Developer","Publisher","Rating","Genre","Critics_Score","Number_Critics","Number_Critics_Pos","Number_Critics_Mixed","Number_Critics_Negative","User_score","Number_User","Number_User_Pos","Number_User_Mixed","Number_User_Negative","url","image","Mean_score","colour"
"Advance Guardian Heroes","2004-09-14","Treasure","Ubisoft","Rated E","Fighting",65,25,6,17,2,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/advance-guardian-heroes/","https://www.metacritic.com/a/img/resize/c37f738962a698ebbf41e558fade92dda3e7b833/catalog/provider/6/3/6-1-61163-13.jpg?auto=webp&fit=cover&height=132&width=88",6.5,"Mixed"
"Jim Henson's The Muppets: On With The Show!","2003-03-18","Vicarious Visions","TDK Mediactive","Rated E","Action/Adventure",65,8,0,8,0,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/jim-hensons-the-muppets-on-with-the-show/","https://www.metacritic.com/a/img/resize/cb339b837e05e13c73348e20e97a0e8b9a049ffd/catalog/provider/6/3/6-1-55139-13.jpg?auto=webp&fit=cover&height=132&width=88",6.5,"Mixed"
"Spider-Man 2 (2004)","2004-11-16","Vicarious Visions","Activision","Rated E","Platformer",61,46,12,25,9,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/spider-man-2-2004/","https://www.metacritic.com/a/img/resize/567ca1a6aa926986806676eb18163fe49fb5a7db/catalog/provider/6/3/6-1-53664-13.jpg?auto=webp&fit=cover&height=132&width=88",6.1,"Mixed"
"Monster Force","2002-09-29","Digital Eclipse","Universal Interactive","Rated E","Shooter",65,9,1,7,1,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/monster-force/","https://www.metacritic.com/a/img/resize/09b9d2f9a0a7511c9031730163423bc5c5f002bc/catalog/provider/6/3/6-1-17082-13.jpg?auto=webp&fit=cover&height=132&width=88",6.5,"Mixed"
"Dark Arena","2002-01-18","Graphic State","Majesco","Rated T","Shooter",65,17,4,11,2,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/dark-arena/","https://www.metacritic.com/a/img/resize/ce8a02416987af1c91fbd21980c5e1fc3ff5d387/catalog/provider/6/3/6-1-13348-13.jpg?auto=webp&fit=cover&height=132&width=88",6.5,"Mixed"
"Dexter's Laboratory: Deesaster Strikes!","2001-09-26","Virtucraft","Bam Entertainment","Rated E","Action/Adventure",65,10,4,4,2,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/dexters-laboratory-deesaster-strikes/","https://www.metacritic.com/a/img/resize/20b93d73e196aa8c5b76e6e0338f8db44ac95832/catalog/provider/6/3/6-1-15658-13.jpg?auto=webp&fit=cover&height=132&width=88",6.5,"Mixed"
"Mazes of Fate","2006-12-06","Sabarasa Entertainment","O3 Entertainment","Rated T","RPG",65,15,3,10,2,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/mazes-of-fate/","https://www.metacritic.com/a/img/resize/b24dd996b24e40cdab40dab2f15a6a87fe16269e/catalog/provider/6/3/6-1-82286-13.jpg?auto=webp&fit=cover&height=132&width=88",6.5,"Mixed"
"Tetris Worlds","2001-09-05","3d6 Games","THQ","Rated E","Puzzle",65,10,4,5,1,8,7,5,1,1,"https://www.metacritic.com/game/tetris-worlds/","https://www.metacritic.com/a/img/resize/47737923b8d35625ad9a52c578702d883e5f8727/catalog/provider/6/3/6-1-13932-13.jpg?auto=webp&fit=cover&height=132&width=88",7.25,"Mixed"
"Onimusha Tactics","2003-11-11","Capcom","Capcom","Rated T","Strategy",64,21,3,15,3,7.7,9,6,2,1,"https://www.metacritic.com/game/onimusha-tactics/","https://www.metacritic.com/a/img/resize/527d4d2b8631a05c1efeda47d5fa0bb7100ae225/catalog/provider/6/3/6-1-19222-13.jpg?auto=webp&fit=cover&height=132&width=88",7.05,"Mixed"
"Tony Hawk's American Sk8land","2005-11-16","Vicarious Visions","Activision","Rated E","Sports",84,31,26,5,0,5.6,24,12,4,8,"https://www.metacritic.com/game/tony-hawks-american-sk8land/","https://www.metacritic.com/a/img/resize/05537f06794f3472eded638d158b373dddc9d966/catalog/provider/6/3/6-1-68915-13.jpg?auto=webp&fit=cover&height=132&width=88",7,"Mixed"
"Harry Potter and the Sorcerer's Stone","2003-12-09","Warthog","Electronic Arts","Rated E","Action/Adventure",56,14,0,10,4,6.4,41,14,19,8,"https://www.metacritic.com/game/harry-potter-and-the-sorcerers-stone/","https://www.metacritic.com/a/img/resize/ce42bb65bea3ec3fdcce8351402b8f0a577bae14/catalog/provider/6/3/6-1-14226-13.jpg?auto=webp&fit=cover&height=132&width=88",6,"Mixed"
"Fortress (2001)","2001-08-13","Pipe Dream Interactive","Majesco","Rated E","Strategy",64,15,2,11,2,7.8,6,5,0,1,"https://www.metacritic.com/game/fortress-2001/","https://www.metacritic.com/a/img/resize/53bd64023b911ec246275e5f9db9926f59611b0a/catalog/provider/6/3/6-1-12679-13.jpg?auto=webp&fit=cover&height=132&width=88",7.1,"Mixed"
"Spy Hunter","2001-09-24","Paradigm Entertainment","Midway","Rated T","Racing",84,28,25,3,0,8.2,11,8,3,0,"https://www.metacritic.com/game/spy-hunter/","https://www.metacritic.com/a/img/resize/c5ee41ba604309364bf7abf692857905ce58175e/catalog/provider/6/3/6-1-13517-13.jpg?auto=webp&fit=cover&height=132&width=88",8.3,"Good"
"Dinotopia: The Timestone Pirates","2002-04-30","RFX Interactive","TDK Mediactive","Rated E","Platformer",64,9,2,7,0,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/dinotopia-the-timestone-pirates/","https://www.metacritic.com/a/img/resize/3938bfa044375f243a111b4c097dcb7db842ddc1/catalog/provider/6/3/6-1-16672-13.jpg?auto=webp&fit=cover&height=132&width=88",6.4,"Mixed"
"The Great Circus Mystery Starring Mickey & Minnie","2003-11-12","Klein Computer Entertainment","Capcom","Rated E","Platformer",63,8,2,5,1,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/the-great-circus-mystery-starring-mickey-and-min/","https://www.metacritic.com/a/img/resize/bc7775c19329a1558bd7ff16afe5fa90b118b9ab/catalog/provider/6/3/6-1-53324-13.jpg?auto=webp&fit=cover&height=132&width=88",6.3,"Mixed"
"Samurai Jack: The Amulet of Time","2003-03-30","Virtucraft","Bam Entertainment","Rated T","Platformer",63,13,6,6,1,3.8,6,1,2,3,"https://www.metacritic.com/game/samurai-jack-the-amulet-of-time/","https://www.metacritic.com/a/img/resize/0f63c5429599006a58e2782b2dd578d820ad664b/catalog/provider/6/3/6-1-18240-13.jpg?auto=webp&fit=cover&height=132&width=88",5.05,"Mixed"
"SSX 3","2003-10-20","EA Canada","Electronic Arts","Rated E","Sports",93,41,40,1,0,8.6,154,131,10,13,"https://www.metacritic.com/game/ssx-3/","https://www.metacritic.com/a/img/resize/7f3ae9695de6cec43586bb11af106b450e39fc77/catalog/provider/6/3/6-1-52943-13.jpg?auto=webp&fit=cover&height=132&width=88",8.95,"Good"
"Ty the Tasmanian Tiger 2: Bush Rescue","2004-10-12","Krome Studios","Electronic Arts","Rated E","Platformer",69,29,9,20,0,8.6,5,3,2,0,"https://www.metacritic.com/game/ty-the-tasmanian-tiger-2-bush-rescue/","https://www.metacritic.com/a/img/resize/54b3f51acabe5a2d521a655975159cb75936ed6e/catalog/provider/6/3/6-1-59390-13.jpg?auto=webp&fit=cover&height=132&width=88",7.75,"Good"
"Mega Man Battle Network 6: Cybeast Falzar","2006-06-13","Capcom","Capcom","Rated E","RPG",63,12,2,10,0,6.7,33,18,6,9,"https://www.metacritic.com/game/mega-man-battle-network-6-cybeast-falzar/","https://www.metacritic.com/a/img/resize/3e92504e44c40f12986f812e08d0dd7c27f58e4a/catalog/provider/6/3/6-1-71148-13.jpg?auto=webp&fit=cover&height=132&width=88",6.5,"Mixed"
"Altered Beast: Guardian of the Realms","2002-11-23","3d6 Games","THQ","Rated T","Fighting",63,13,3,9,1,8.3,6,4,2,0,"https://www.metacritic.com/game/altered-beast-guardian-of-the-realms/","https://www.metacritic.com/a/img/resize/e9dbda2921340ed6afbdafd924c50499ebb560d6/catalog/provider/6/3/6-1-18017-13.jpg?auto=webp&fit=cover&height=132&width=88",7.3,"Mixed"
"DreamWorks Shark Tale (2004)","2004-09-27","Vicarious Visions","Activision","Rated E","Platformer",63,8,2,5,1,7.8,5,3,1,1,"https://www.metacritic.com/game/dreamworks-shark-tale-2004/","https://www.metacritic.com/a/img/resize/3a570240528a748be96159c70a34c35b1321463e/catalog/provider/6/3/6-1-58833-13.jpg?auto=webp&fit=cover&height=132&width=88",7.05,"Mixed"
"Rocky (2002)","2002-11-17","Rage Software","Ubisoft","Rated T","Fighting",74,22,12,10,0,6.5,8,4,3,1,"https://www.metacritic.com/game/rocky-2002/","https://www.metacritic.com/a/img/resize/657b1e3aacc8418bdc65a235ec2844714dd950b2/catalog/provider/6/3/6-1-13782-13.jpg?auto=webp&fit=cover&height=132&width=88",6.95,"Mixed"
"Batman: Rise of Sin Tzu","2003-10-16","Ubisoft Montreal","Ubisoft","Rated T","Fighting",63,21,2,17,2,6.9,13,6,6,1,"https://www.metacritic.com/game/batman-rise-of-sin-tzu/","https://www.metacritic.com/a/img/resize/a569f1c9b5f44bdfd25346944c90bbdd0c8a81cd/catalog/provider/6/3/6-1-53162-13.jpg?auto=webp&fit=cover&height=132&width=88",6.6,"Mixed"
"The Tower SP","2006-03-21","Vivarium","Sega","Rated E","Simulation",62,16,2,12,2,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/the-tower-sp/","https://www.metacritic.com/a/img/resize/b1c8339a1a3780249ab919dc3bee06ae8053a86c/catalog/provider/6/3/6-1-65227-13.jpg?auto=webp&fit=cover&height=132&width=88",6.2,"Mixed"
"Mario Pinball Land","2004-10-04","Fuse Games Limited","Nintendo","Rated E","Board and arcade",62,35,10,18,7,3.9,18,1,7,10,"https://www.metacritic.com/game/mario-pinball-land/","https://www.metacritic.com/a/img/resize/c51f1aa730ffc28bba01864a74b48c1f79105433/catalog/provider/6/12/6-1-437386-52.jpg?auto=webp&fit=cover&height=132&width=88",5.05,"Mixed"
"Digimon Racing","2004-09-13","Griptonite Games","Bandai","Rated E","Racing",62,10,0,10,0,6.5,4,2,2,0,"https://www.metacritic.com/game/digimon-racing/","https://www.metacritic.com/a/img/resize/bf6d95f95e8af28a70476a256ca202881ab98dc6/catalog/provider/6/3/6-1-57023-13.jpg?auto=webp&fit=cover&height=132&width=88",6.35,"Mixed"
"WWF Road to WrestleMania","2001-11-18","Natsume","THQ","Rated E","Fighting",62,7,3,3,1,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/wwf-road-to-wrestlemania/","https://www.metacritic.com/a/img/resize/1a0b6994c8d577b35262bcff12a904924db767e4/catalog/provider/6/3/6-1-396761-13.jpg?auto=webp&fit=cover&height=132&width=88",6.2,"Mixed"
"Atomic Betty","2005-10-25","Big Blue Bubble Inc.","Namco","Rated E","Platformer",62,10,2,7,1,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/atomic-betty/","https://www.metacritic.com/a/img/resize/63d74c26a529792c915ecf5fd4372c5a44e255aa/catalog/provider/6/3/6-1-67516-13.jpg?auto=webp&fit=cover&height=132&width=88",6.2,"Mixed"
"Mega Man Battle Network 6: Cybeast Gregar","2006-06-13","Capcom","Capcom","Rated E","RPG",62,10,1,9,0,7.2,36,25,3,8,"https://www.metacritic.com/game/mega-man-battle-network-6-cybeast-gregar/","https://www.metacritic.com/a/img/resize/c7428c6668d2ccedf26d25c1c8046c6097416414/catalog/provider/6/3/6-1-71152-13.jpg?auto=webp&fit=cover&height=132&width=88",6.7,"Mixed"
"Dragon Ball Z: Buu's Fury","2004-09-14","Webfoot Technologies","Atari SA","Rated E","RPG",62,19,3,13,3,8.1,47,36,7,4,"https://www.metacritic.com/game/dragon-ball-z-buus-fury/","https://www.metacritic.com/a/img/resize/dc4beccb56cd77d6a6bfd675e1a14f28f62631cd/catalog/provider/6/3/6-1-59930-13.jpg?auto=webp&fit=cover&height=132&width=88",7.15,"Mixed"
"SimCity 2000","2003-11-13","Full Fat","Destination Software","Rated E","Simulation",62,9,1,6,2,8.1,8,6,2,0,"https://www.metacritic.com/game/simcity-2000/","https://www.metacritic.com/a/img/resize/a425856ca731e42f7328b1bed0c16aee9995fa00/catalog/provider/6/3/6-1-7214-13.jpg?auto=webp&fit=cover&height=132&width=88",7.15,"Mixed"
"Mr. Driller 2","2005-04-10","Namco","Namco","Rated E","Puzzle",62,16,4,12,0,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/mr-driller-2/","https://www.metacritic.com/a/img/resize/2ec497ecacfc3fc7ac77bd95bbb8c1863fde84e7/catalog/provider/6/12/6-1-392097-52.jpg?auto=webp&fit=cover&height=132&width=88",6.2,"Mixed"
"High Heat Major League Baseball 2002","2001-03-28","3DO","3DO","Rated E","Sports",76,17,12,4,1,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/high-heat-major-league-baseball-2002/","https://www.metacritic.com/a/img/resize/627119e397a590e3cc834a9dc636c31b01098989/catalog/provider/6/3/6-1-13022-13.jpg?auto=webp&fit=cover&height=132&width=88",7.6,"Good"
"DemiKids: Light Version","2003-10-06","Multimedia Intelligence Transfer","Atlus","Rated E","RPG",62,8,1,6,1,8.8,4,3,1,0,"https://www.metacritic.com/game/demikids-light-version/","https://www.metacritic.com/a/img/resize/9b404fd99dd0635e14f45989ef0bf435b61b853b/catalog/provider/6/3/6-1-52764-13.jpg?auto=webp&fit=cover&height=132&width=88",7.5,"Good"
"Pinobee: Wings of Adventure","2001-05-30","Artoon","Activision","Rated E","Platformer",61,8,2,5,1,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/pinobee-wings-of-adventure/","https://www.metacritic.com/a/img/resize/591b77fa035577ed104bd32e2d24ef19aba396f4/catalog/provider/6/3/6-1-12090-13.jpg?auto=webp&fit=cover&height=132&width=88",6.1,"Mixed"
"Yu-Gi-Oh! Reshef of Destruction","2004-06-29","Konami","Konami","Rated E","Board and arcade",61,12,5,5,2,6,12,3,6,3,"https://www.metacritic.com/game/yu-gi-oh-reshef-of-destruction/","https://www.metacritic.com/a/img/resize/0b41bfad810b1e2b99d713d6a2a4f49198799415/catalog/provider/6/3/6-1-59368-13.jpg?auto=webp&fit=cover&height=132&width=88",6.05,"Mixed"
"Rayman: Hoodlum's Revenge","2005-03-15","Backbone Entertainment","Ubisoft","Rated E","Platformer",61,12,2,8,2,5.8,12,2,7,3,"https://www.metacritic.com/game/rayman-hoodlums-revenge/","https://www.metacritic.com/a/img/resize/a9d1358c00dda58644be518c896baf3152df1e86/catalog/provider/6/3/6-1-65552-13.jpg?auto=webp&fit=cover&height=132&width=88",5.95,"Mixed"
"Reign of Fire","2002-10-22","Kuju Entertainment","Bam Entertainment","Rated M","Shooter",56,16,1,11,4,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/reign-of-fire/","https://www.metacritic.com/a/img/resize/3fc3f1e8ce187f17d88e24f9e879ad811926be2c/catalog/provider/6/3/6-1-15710-13.jpg?auto=webp&fit=cover&height=132&width=88",5.6,"Mixed"
"Dual Blades","2002-10-07","Vivid Image","Metro3D","Rated M","Fighting",61,9,2,6,1,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/dual-blades/","https://www.metacritic.com/a/img/resize/204d035e28072a941e0749d4a3555fbb8b2f30db/catalog/provider/6/3/6-1-17532-13.jpg?auto=webp&fit=cover&height=132&width=88",6.1,"Mixed"
"Teen Titans","2006-05-24","Artificial Mind and Movement","THQ","Rated E +10","Action/Adventure",56,12,0,11,1,7.1,21,10,8,3,"https://www.metacritic.com/game/teen-titans/","https://www.metacritic.com/a/img/resize/d3e3e90d4a8aa1a3f953920351434453cf97bdf7/catalog/provider/6/3/6-1-67316-13.jpg?auto=webp&fit=cover&height=132&width=88",6.35,"Mixed"
"X-Men: Reign of Apocalypse","2001-09-25","Digital Eclipse","Activision","Rated E +10","Fighting",61,10,2,6,2,7.1,15,10,3,2,"https://www.metacritic.com/game/x-men-reign-of-apocalypse/","https://www.metacritic.com/a/img/resize/15c0ae643ab1aa07d46e4cac09d329749432e0cd/catalog/provider/6/3/6-1-13767-13.jpg?auto=webp&fit=cover&height=132&width=88",6.6,"Mixed"
"Robotech: The Macross Saga","2002-10-27","Lucky Chicken","TDK Mediactive","Rated E","Shooter",61,8,1,5,2,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/robotech-the-macross-saga/","https://www.metacritic.com/a/img/resize/74d76f15c0f4c59da19e01b2365fa8d5fae5a842/catalog/provider/6/3/6-1-16366-13.jpg?auto=webp&fit=cover&height=132&width=88",6.1,"Mixed"
"Catwoman (2004)","2004-07-20","Argonaut Games","Electronic Arts","Rated T","Action/Adventure",46,35,1,13,21,6.1,7,3,1,3,"https://www.metacritic.com/game/catwoman-2004/","https://www.metacritic.com/a/img/resize/f758094e7f68070c448c7e20427ca51948a9754b/catalog/provider/6/3/6-1-38479-13.jpg?auto=webp&fit=cover&height=132&width=88",5.35,"Mixed"
"Yoshi Topsy-Turvy","2005-06-13","Artoon","Nintendo","Rated E","Platformer",60,23,6,13,4,7.7,10,6,2,2,"https://www.metacritic.com/game/yoshi-topsy-turvy/","https://www.metacritic.com/a/img/resize/524099f7e9783c21c84ad6a01e763d9e5a4760f2/catalog/provider/6/3/6-1-63200-13.jpg?auto=webp&fit=cover&height=132&width=88",6.85,"Mixed"
"The Powerpuff Girls: Mojo Jojo A-Go-Go","2001-11-27","Sennari Interactive","Bam Entertainment","Rated E","Shooter",60,11,1,9,1,7.2,6,4,1,1,"https://www.metacritic.com/game/the-powerpuff-girls-mojo-jojo-a-go-go/","https://www.metacritic.com/a/img/resize/019f75965a557067ce194ef2282214c3fc59b595/catalog/provider/6/3/6-1-15935-13.jpg?auto=webp&fit=cover&height=132&width=88",6.6,"Mixed"
"Star Wars Trilogy: Apprentice of the Force","2004-09-21","Ubisoft","Ubisoft","Rated E","Action/Adventure",60,21,4,14,3,6.6,5,0,5,0,"https://www.metacritic.com/game/star-wars-trilogy-apprentice-of-the-force/","https://www.metacritic.com/a/img/resize/cf88442608f6a7a9ac3491c7768ade1a372a2c90/catalog/provider/6/3/6-1-61626-13.jpg?auto=webp&fit=cover&height=132&width=88",6.3,"Mixed"
"Sega Smash Pack","2002-09-23","CodeFire","THQ","Rated E","Board and arcade",60,14,3,7,4,5,6,0,5,1,"https://www.metacritic.com/game/sega-smash-pack/","https://www.metacritic.com/a/img/resize/8b3c4b688d38af95c0dea578b6c69b2f0a660139/catalog/provider/6/3/6-1-16426-13.jpg?auto=webp&fit=cover&height=132&width=88",5.5,"Mixed"
"Star X","2002-04-17","Graphic State","Bam Entertainment","Rated E","Shooter",60,10,1,7,2,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/star-x/","https://www.metacritic.com/a/img/resize/a71ef402b0d9cbbb89adfaf5f5fde0e841525d12/catalog/provider/6/3/6-1-17048-13.jpg?auto=webp&fit=cover&height=132&width=88",6,"Mixed"
"Digimon Battle Spirit","2003-01-13","Dimps Corporation","Bandai","Rated E","Fighting",60,7,0,6,1,7.7,6,3,3,0,"https://www.metacritic.com/game/digimon-battle-spirit/","https://www.metacritic.com/a/img/resize/c7f9c93cc0d0155e7e813d30b6e7f43a6069e900/catalog/provider/6/3/6-1-44199-13.jpg?auto=webp&fit=cover&height=132&width=88",6.85,"Mixed"
"Star Wars: The New Droid Army","2002-11-14","Helixe","THQ","Rated E","Fighting",60,10,0,9,1,5.9,7,2,3,2,"https://www.metacritic.com/game/star-wars-the-new-droid-army/","https://www.metacritic.com/a/img/resize/01fae5a1704f61547f992293993fc88f7e899562/catalog/provider/6/3/6-1-18748-13.jpg?auto=webp&fit=cover&height=132&width=88",5.95,"Mixed"
"Namco Museum 50th Anniversary","2005-08-30","Backbone Vancouver","Namco","Rated E +10","Board and arcade",62,23,4,17,2,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/namco-museum-50th-anniversary/","https://www.metacritic.com/a/img/resize/5744536d2d97dbc654fac64e8b571c12a8914f57/catalog/provider/6/3/6-1-67696-13.jpg?auto=webp&fit=cover&height=132&width=88",6.2,"Mixed"
"Spyro Orange: The Cortex Conspiracy","2004-06-03","Vicarious Visions","VU Games","Rated E","Board and arcade",60,25,4,16,5,5.4,17,7,3,7,"https://www.metacritic.com/game/spyro-orange-the-cortex-conspiracy/","https://www.metacritic.com/a/img/resize/5dadc5dc00cb15b644e87b157549f911507ce1a1/catalog/provider/6/3/6-1-58619-13.jpg?auto=webp&fit=cover&height=132&width=88",5.7,"Mixed"
"Crouching Tiger, Hidden Dragon (2003)","2003-10-09","Ubisoft Shanghai","Ubisoft","Rated T","Fighting",60,12,1,10,1,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/crouching-tiger-hidden-dragon-2003/","https://www.metacritic.com/a/img/resize/b82e0a27709ad66bbe2fd35892e0592c80c0f13c/catalog/provider/6/3/6-1-43781-13.jpg?auto=webp&fit=cover&height=132&width=88",6,"Mixed"
"Yu-Gi-Oh! The Sacred Cards","2003-11-04","Konami","Konami","Rated E","Board and arcade",60,10,4,4,2,7.1,22,7,13,2,"https://www.metacritic.com/game/yu-gi-oh-the-sacred-cards/","https://www.metacritic.com/a/img/resize/599eada906f1e21aaa0babed0b642a7dac62a07d/catalog/provider/6/3/6-1-54987-13.jpg?auto=webp&fit=cover&height=132&width=88",6.55,"Mixed"
"Naruto: Ninja Council","2006-03-07","Arc System Works","D3Publisher","Rated E +10","Platformer",60,12,2,6,4,6.2,5,0,4,1,"https://www.metacritic.com/game/naruto-ninja-council/","https://www.metacritic.com/a/img/resize/0662dfa8637e6b346ef5d6a96a16d047bac9f9f5/catalog/provider/6/3/6-1-44364-13.jpg?auto=webp&fit=cover&height=132&width=88",6.1,"Mixed"
"Shonen Jump's Shaman King: Legacy of the Spirits, Soaring Hawk","2005-02-08","KCEJ","Konami","Rated E","RPG",59,13,1,10,2,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/shonen-jumps-shaman-king-legacy-of-the-spirits/","https://www.metacritic.com/a/img/resize/7acf5fc5bed573b04e7b5f15bc04ed8e3cde3a42/catalog/provider/6/3/6-1-64239-13.jpg?auto=webp&fit=cover&height=132&width=88",5.9,"Mixed"
"Kong: The 8th Wonder of the World","2005-11-21","Ubisoft","Ubisoft","Rated E +10","Action/Adventure",59,8,1,6,1,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/kong-the-8th-wonder-of-the-world/","https://www.metacritic.com/a/img/resize/b82764e3541e5354888e215d552502410ec1303e/catalog/provider/6/3/6-1-63913-13.jpg?auto=webp&fit=cover&height=132&width=88",5.9,"Mixed"
"Stuart Little 2","2002-07-12","Creations","Activision","Rated E","Platformer",59,10,2,7,1,7.8,6,4,1,1,"https://www.metacritic.com/game/stuart-little-2/","https://www.metacritic.com/a/img/resize/e3e7ce4442b42560f42b732a178b8b22cfc57770/catalog/provider/6/3/6-1-894111-13.jpg?auto=webp&fit=cover&height=132&width=88",6.85,"Mixed"
"Davis Cup Tennis","2002-10-14","Hokus Pokus","Ubisoft","Rated E","Sports",59,9,2,5,2,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/davis-cup-tennis/","https://www.metacritic.com/a/img/resize/60753679c84528d4163b81b5e65e4984c94ded1f/catalog/provider/6/3/6-1-52130-13.jpg?auto=webp&fit=cover&height=132&width=88",5.9,"Mixed"
"Disney's Aladdin (1993)","2004-09-28","Disney Interactive Studios","Capcom","Rated E","Platformer",59,17,1,13,3,7.9,7,6,1,0,"https://www.metacritic.com/game/disneys-aladdin-1993/","https://www.metacritic.com/a/img/resize/825c9c02989f956994dbfa52505479cf8095e23d/catalog/provider/6/3/6-1-53320-13.jpg?auto=webp&fit=cover&height=132&width=88",6.9,"Mixed"
"Sega Rally Championship","2003-03-10","Dice","Sega","Rated E","Racing",59,8,0,7,1,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/sega-rally-championship/","https://www.metacritic.com/a/img/resize/073368e2042a7f8410c13e17f77d0f06933442ae/catalog/provider/6/3/6-1-19224-13.jpg?auto=webp&fit=cover&height=132&width=88",5.9,"Mixed"
"Disney Sports: Snowboarding","2003-02-05","Konami","Konami","Rated E","Sports",59,7,1,5,1,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/disney-sports-snowboarding/","https://www.metacritic.com/a/img/resize/21c04c116faf83582e1cf2fa2d8450d8020bf4c7/catalog/provider/6/3/6-1-20588-13.jpg?auto=webp&fit=cover&height=132&width=88",5.9,"Mixed"
"Hugo: The Evil Mirror","2005-04-24","ITE Media","Namco","Rated E","Platformer",58,15,3,9,3,8,5,3,1,1,"https://www.metacritic.com/game/hugo-the-evil-mirror/","https://www.metacritic.com/a/img/resize/aa9d4831d1e295ebad7fb68e7cf64512fb4b75d3/catalog/provider/6/3/6-1-54888-13.jpg?auto=webp&fit=cover&height=132&width=88",6.9,"Mixed"
"Disney's Magical Quest 3 Starring Mickey & Donald","2005-06-14","Klein Computer Entertainment","Capcom","Rated E","Platformer",58,7,0,7,0,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/disneys-magical-quest-3-starring-mickey-and-donald/","https://www.metacritic.com/a/img/resize/84465dd8a03690469409760a12f39e80aadaf905/catalog/provider/6/3/6-1-57413-13.jpg?auto=webp&fit=cover&height=132&width=88",5.8,"Mixed"
"Shining Soul","2003-09-16","Nex Entertainment","Atlus","Rated E","RPG",58,13,1,8,4,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/shining-soul/","https://www.metacritic.com/a/img/resize/de355ed6744b4f667f77dfd2b3465d1ec4513283/catalog/provider/6/3/6-1-15754-13.jpg?auto=webp&fit=cover&height=132&width=88",5.8,"Mixed"
"Monster Jam: Maximum Destruction","2002-06-13","Ubisoft","Ubisoft","Rated T","Racing",47,11,0,4,7,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/monster-jam-maximum-destruction/","https://www.metacritic.com/a/img/resize/807c755a2044925dd211bd87c4df1256df75ed22/catalog/provider/6/3/6-1-16732-13.jpg?auto=webp&fit=cover&height=132&width=88",4.7,"Bad"
"Punch King","2002-05-30","Full Fat","Acclaim","Rated E","Fighting",58,10,2,6,2,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/punch-king/","https://www.metacritic.com/a/img/resize/e1074292f8c001c24ebcf24f7752d54f8a8ecbfe/catalog/provider/6/3/6-1-16544-13.jpg?auto=webp&fit=cover&height=132&width=88",5.8,"Mixed"
"Super Army War","2005-02-22","Neko Entertainment","Atlus","Rated T","Shooter",58,8,1,6,1,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/super-army-war/","https://www.metacritic.com/a/img/resize/66877032a8cf43c490d863d5134a430f3bd20faa/catalog/provider/6/3/6-1-64452-13.jpg?auto=webp&fit=cover&height=132&width=88",5.8,"Mixed"
"The Sims 2","2004-09-14","Maxis","Electronic Arts","Rated T","Simulation",90,61,61,0,0,8.5,893,744,120,29,"https://www.metacritic.com/game/the-sims-2/","https://www.metacritic.com/a/img/resize/35c4f23d6133f6b2312a700b2d8e1e452c30e293/catalog/provider/6/3/6-1-53358-13.jpg?auto=webp&fit=cover&height=132&width=88",8.75,"Good"
"Metroid","2004-10-25","Nintendo","Nintendo","Rated E","Platformer",58,9,2,6,1,8.3,41,29,10,2,"https://www.metacritic.com/game/metroid/","https://www.metacritic.com/a/img/resize/75c8d5e7fe9b03a3c02a8c8bd281adbb6d99a2e1/catalog/provider/6/3/6-1-14610-13.jpg?auto=webp&fit=cover&height=132&width=88",7.05,"Mixed"
